"","year","country","land_use_tenure","lu_detail","lc_class","description","area_km2"
"2764",2009,"ZW","Mixed (Private)","Pastoral/bush/built","60","Woodland",13.95643392
"2765",2003,"BW","Wildlife (State)","Wildlife","60","Woodland",0.08946432
"2766",2002,"BW","Wildlife (State)","Wildlife","60","Woodland",105.74682624
"2767",1996,"ZW","Mixed (Private)","Arable/pastoral/built","60","Woodland",0.26839296
"2768",1997,"BW","Forest (State)","Forestry","60","Woodland",118.36129536
"2769",1994,"ZW","Mixed (Communal)","Arable/pastoral/built","60","Woodland",19.14536448
"2770",2009,"BW","Mixed (Private)","Arable/pastoral/built","60","Woodland",489.28036608
"2771",1992,"ZW","Mixed (Private)","Pastoral/bush/built","60","Woodland",15.74572032
"2772",2001,"ZW","Forest (State)","Forestry","60","Woodland",63.16180992
"2773",2001,"ZW","Wildlife (State)","Wildlife","60","Woodland",286.01743104
"2774",2001,"ZW","Mixed (Communal)","Arable/pastoral/built","60","Woodland",67.5455616
"2775",1997,"ZW","Mixed (Private)","Wildlife","60","Woodland",0.17892864
"2776",1992,"BW","Wildlife (State)","Wildlife","60","Woodland",0.4473216
"2777",2014,"ZW","Wildlife (State)","Wildlife","60","Woodland",313.30404864
"2778",2009,"BW","Wildlife (State)","Wildlife","60","Woodland",0.4473216
"2779",2007,"ZW","Forest (State)","Forestry","60","Woodland",50.63680512
"2780",2012,"ZW","Wildlife (State)","Wildlife","60","Woodland",311.24636928
"2781",1997,"ZW","Mixed (Private)","Arable/pastoral/built","60","Woodland",222.13990656
"2782",1995,"ZW","Forest (State)","Forestry","60","Woodland",117.91397376
"2783",2013,"ZW","Mixed (Communal)","Arable/pastoral/built","60","Woodland",17.53500672
"2784",2006,"ZW","Wildlife (Private)","Wildlife","60","Woodland",10.02000384
"2785",2003,"ZW","Mixed (Private)","Arable/pastoral/built","60","Woodland",225.0027648
"2786",1994,"ZW","Wildlife (State)","Wildlife","60","Woodland",259.17813504
"2787",2018,"ZW","Mixed (Private)","Arable/pastoral/built","60","Woodland",0.26839296
"2788",1998,"ZW","Mixed (Private)","Arable/pastoral/built/mining","60","Woodland",105.21004032
"2789",2010,"ZW","Mixed (Private)","Arable/pastoral/built","60","Woodland",1.07357184
"2790",2014,"ZW","Forest (State)","Forestry","60","Woodland",0.08946432
"2791",2001,"ZW","Forest (State)","Forestry","60","Woodland",124.44486912
"2792",1999,"ZW","Mixed (Private)","Arable/pastoral/built","60","Woodland",70.94520576
"2793",2009,"ZW","Wildlife (Communal)","Wildlife","60","Woodland",195.56900352
"2794",2003,"ZW","Mixed (Private)","Arable/pastoral/built","60","Woodland",0.26839296
"2795",2000,"ZW","Wildlife (State)","Wildlife","60","Woodland",269.2876032
"2796",1994,"ZW","Wildlife (State)","Wildlife","60","Woodland",96.97932288
"2797",1996,"ZW","Wildlife (State)","Wildlife","60","Woodland",86.15414016
"2798",1998,"ZW","Mixed (Private)","Wildlife","60","Woodland",0.17892864
"2799",2002,"ZW","Mixed (Private)","Wildlife","60","Woodland",0.17892864
"2800",2002,"ZW","Forest (State)","Forestry","60","Woodland",47.59501824
"2801",1992,"ZW","Mixed (Private)","Arable/pastoral/built","60","Woodland",71.1241344
"2802",2006,"ZW","Mixed (Private)","Arable/pastoral/built","60","Woodland",225.62901504
"2803",2004,"ZW","Mixed (Private)","Arable/pastoral/built","60","Woodland",225.62901504
"2804",2010,"ZW","Forest (State)","Forestry","60","Woodland",125.87629824
"2805",2015,"ZW","Wildlife (State)","Wildlife","60","Woodland",86.24360448
"2806",1992,"ZW","Mixed (Private)","Pastoral/bush/built","60","Woodland",13.95643392
"2807",2016,"ZW","Wildlife (Private)","Wildlife","60","Woodland",10.82518272
"2808",1996,"BW","Forest (State)","Forestry","60","Woodland",118.36129536
"2809",2002,"ZW","Forest (State)","Forestry","60","Woodland",124.44486912
"2810",2002,"BW","Commercial Agriculture (Private)","Commercial Agriculture","60","Woodland",90.44842752
"2811",1993,"ZW","Mixed (Private)","Wildlife","60","Woodland",0.17892864
"2812",2006,"ZW","Mixed (Private)","Arable/pastoral/built","60","Woodland",74.7027072
"2813",1999,"BW","Forest (State)","Forestry","60","Woodland",116.84040192
"2814",2008,"ZW","Wildlife (Communal)","Wildlife","60","Woodland",192.70614528
"2815",2002,"BW","Forest (State)","Forestry","60","Woodland",0.17892864
"2816",2016,"ZW","Wildlife (State)","Wildlife","60","Woodland",314.28815616
"2817",2016,"ZW","Forest (State)","Forestry","60","Woodland",64.4143104
"2818",2009,"ZW","Wildlife (State)","Wildlife","60","Woodland",86.69092608
"2819",1993,"BW","Wildlife (State)","Wildlife","60","Woodland",0.08946432
"2820",1994,"ZW","Mixed (Private)","Arable/pastoral/built/mining","60","Woodland",113.26182912
"2821",1998,"ZW","Mixed (Private)","Pastoral/bush/built","60","Woodland",15.74572032
"2822",2002,"BW","Forest (State)","Forestry","60","Woodland",107.53611264
"2823",2018,"ZW","Mixed (Private)","Pastoral/bush/built","60","Woodland",1.7892864
"2824",2000,"ZW","Mixed (Communal)","Arable/pastoral/built","60","Woodland",41.1535872
"2825",2001,"ZW","Wildlife (State)","Wildlife","60","Woodland",86.42253312
"2826",2005,"ZW","Mixed (Private)","Mining/pastoral/bush/built","60","Woodland",18.16125696
"2827",2010,"ZW","Mixed (Communal)","Arable/pastoral/built","60","Woodland",78.01288704
"2828",1992,"ZW","Forest (State)","Forestry","60","Woodland",50.01055488
"2829",2008,"ZW","Forest (State)","Forestry","60","Woodland",63.16180992
"2830",2008,"BW","Commercial Agriculture (Private)","Commercial Agriculture","60","Woodland",92.05878528
"2831",2002,"BW","Mixed (Private)","Arable/pastoral/built","60","Woodland",404.3787264
"2832",2005,"ZW","Mixed (Private)","Arable/pastoral/built","60","Woodland",0.26839296
"2833",1998,"ZW","Wildlife (State)","Wildlife","60","Woodland",250.14223872
"2834",2017,"ZW","Wildlife (State)","Wildlife","60","Woodland",321.80315904
"2835",1999,"ZW","Mixed (Private)","Arable/pastoral/built","60","Woodland",0.26839296
"2836",2007,"ZW","Mixed (Private)","Pastoral/bush/built","60","Woodland",13.95643392
"2837",1998,"ZW","Forest (State)","Forestry","60","Woodland",47.77394688
"2838",1993,"ZW","Wildlife (Private)","Wildlife","60","Woodland",6.97821696
"2839",2007,"BW","Forest (State)","Forestry","60","Woodland",97.15825152
"2840",2014,"BW","Commercial Agriculture (Private)","Commercial Agriculture","60","Woodland",97.33718016
"2841",2007,"ZW","Mixed (Private)","Pastoral/bush/built","60","Woodland",16.19304192
"2842",2008,"BW","Forest (State)","Forestry","60","Woodland",104.40486144
"2843",2013,"ZW","Mixed (Private)","Arable/pastoral/built","60","Woodland",1.07357184
"2844",1995,"BW","Forest (State)","Forestry","60","Woodland",118.36129536
"2845",2005,"ZW","Wildlife (Private)","Wildlife","60","Woodland",10.02000384
"2846",2001,"ZW","Mixed (Communal)","Arable/pastoral/built","60","Woodland",41.1535872
"2847",1998,"ZW","Forest (State)","Forestry","60","Woodland",117.91397376
"2848",2017,"ZW","Forest (State)","Forestry","60","Woodland",0.08946432
"2849",1993,"ZW","Forest (State)","Forestry","60","Woodland",50.01055488
"2850",2000,"ZW","Mixed (Private)","Mining/pastoral/bush/built","60","Woodland",17.62447104
"2851",2001,"ZW","Mixed (Private)","Arable/pastoral/built/mining","60","Woodland",111.91986432
"2852",2004,"ZW","Forest (State)","Forestry","60","Woodland",125.33951232
"2853",2009,"ZW","Mixed (Private)","Arable/pastoral/built","60","Woodland",1.07357184
"2854",2011,"ZW","Mixed (Private)","Mining/pastoral/bush/built","60","Woodland",18.16125696
"2855",1999,"ZW","Forest (State)","Forestry","60","Woodland",47.59501824
"2856",2016,"ZW","Mixed (Communal)","Arable/pastoral/built","60","Woodland",76.22360064
"2857",2017,"BW","Forest (State)","Forestry","60","Woodland",128.91808512
"2858",2000,"ZW","Mixed (Private)","Arable/pastoral/built","60","Woodland",0.26839296
"2859",2003,"BW","Forest (State)","Forestry","60","Woodland",0.17892864
"2860",2002,"ZW","Mixed (Private)","Pastoral/bush/built","60","Woodland",13.95643392
"2861",2009,"ZW","Forest (State)","Forestry","60","Woodland",0.08946432
"2862",2010,"ZW","Mixed (Communal)","Arable/pastoral/built","60","Woodland",45.00055296
"2863",2002,"ZW","Mixed (Private)","Pastoral/bush/built","60","Woodland",16.19304192
"2864",2003,"ZW","Forest (State)","Forestry","60","Woodland",0.17892864
"2865",1998,"ZW","Wildlife (Private)","Wildlife","60","Woodland",6.97821696
"2866",1994,"ZW","Forest (State)","Forestry","60","Woodland",64.23538176
"2867",1995,"ZW","Mixed (Private)","Arable/pastoral/built","60","Woodland",71.1241344
"2868",2007,"ZW","Mixed (Private)","Mining/pastoral/bush/built","60","Woodland",17.98232832
"2869",1999,"BW","Wildlife (State)","Wildlife","60","Woodland",0.4473216
"2870",2009,"ZW","Mixed (Private)","Arable/pastoral/built","60","Woodland",75.32895744
"2871",2012,"ZW","Forest (State)","Forestry","60","Woodland",47.23716096
"2872",2011,"ZW","Mixed (Communal)","Arable/pastoral/built","60","Woodland",17.53500672
"2873",2014,"ZW","Mixed (Private)","Mining/pastoral/bush/built","60","Woodland",18.16125696
"2874",2004,"ZW","Mixed (Communal)","Arable/pastoral/built","60","Woodland",63.25127424
"2875",2003,"BW","Mixed (Private)","Arable/pastoral/built","60","Woodland",404.19979776
"2876",2001,"ZW","Mixed (Private)","Arable/pastoral/built","60","Woodland",0.26839296
"2877",2014,"ZW","Mixed (Private)","Arable/pastoral/built","60","Woodland",0.26839296
"2878",2012,"BW","Commercial Agriculture (Private)","Commercial Agriculture","60","Woodland",96.174144
"2879",2010,"ZW","Forest (State)","Forestry","60","Woodland",0.08946432
"2880",2001,"ZW","Wildlife (Communal)","Wildlife","60","Woodland",182.32828416
"2881",1995,"BW","Forest (State)","Forestry","60","Woodland",0.17892864
"2882",2006,"ZW","Wildlife (State)","Wildlife","60","Woodland",84.72271104
"2883",2003,"ZW","Wildlife (Private)","Wildlife","60","Woodland",10.02000384
"2884",1999,"ZW","Mixed (Private)","Pastoral/bush/built","60","Woodland",15.74572032
"2885",2005,"ZW","Mixed (Communal)","Arable/pastoral/built","60","Woodland",41.86930176
"2886",2008,"ZW","Mixed (Private)","Mining/pastoral/bush/built","60","Woodland",18.16125696
"2887",2011,"ZW","Mixed (Communal)","Arable/pastoral/built","60","Woodland",77.02877952
"2888",2015,"ZW","Mixed (Private)","Pastoral/bush/built","60","Woodland",1.87875072
"2889",2016,"ZW","Mixed (Private)","Arable/pastoral/built/mining","60","Woodland",108.16236288
"2890",2015,"ZW","Mixed (Private)","Mining/pastoral/bush/built","60","Woodland",18.16125696
"2891",2002,"ZW","Mixed (Private)","Mining/pastoral/bush/built","60","Woodland",17.62447104
"2892",2011,"ZW","Mixed (Private)","Arable/pastoral/built","60","Woodland",0.17892864
"2893",2000,"ZW","Forest (State)","Forestry","60","Woodland",123.37129728
"2894",2001,"BW","Forest (State)","Forestry","60","Woodland",0.17892864
"2895",1995,"BW","Mixed (Private)","Arable/pastoral/built","60","Woodland",397.13211648
"2896",1999,"ZW","Mixed (Communal)","Arable/pastoral/built","60","Woodland",73.45020672
"2897",2012,"ZW","Mixed (Communal)","Arable/pastoral/built","60","Woodland",44.91108864
"2898",2011,"ZW","Mixed (Private)","Arable/pastoral/built","60","Woodland",225.27115776
"2899",1999,"ZW","Mixed (Private)","Arable/pastoral/built","60","Woodland",1.07357184
"2900",2017,"ZW","Mixed (Private)","Pastoral/bush/built","60","Woodland",13.59857664
"2901",1995,"ZW","Mixed (Private)","Mining/pastoral/bush/built","60","Woodland",18.07179264
"2902",1995,"BW","Wildlife (State)","Wildlife","60","Woodland",0.4473216
"2903",1996,"ZW","Wildlife (Private)","Wildlife","60","Woodland",6.97821696
"2904",1997,"ZW","Mixed (Private)","Mining/pastoral/bush/built","60","Woodland",17.71393536
"2905",1995,"ZW","Mixed (Private)","Arable/pastoral/built","60","Woodland",0.26839296
"2906",2006,"ZW","Mixed (Communal)","Arable/pastoral/built","60","Woodland",41.86930176
"2907",2006,"BW","Commercial Agriculture (Private)","Commercial Agriculture","60","Woodland",90.44842752
"2908",2007,"BW","Commercial Agriculture (Private)","Commercial Agriculture","60","Woodland",90.44842752
"2909",1996,"ZW","Wildlife (State)","Wildlife","60","Woodland",253.1840256
"2910",1993,"ZW","Mixed (Private)","Pastoral/bush/built","60","Woodland",13.95643392
"2911",1998,"BW","Wildlife (State)","Wildlife","60","Woodland",0.08946432
"2912",1995,"ZW","Mixed (Communal)","Arable/pastoral/built","60","Woodland",19.14536448
"2913",1996,"ZW","Forest (State)","Forestry","60","Woodland",48.7580544
"2914",2010,"BW","Commercial Agriculture (Private)","Commercial Agriculture","60","Woodland",98.14235904
"2915",2011,"ZW","Mixed (Private)","Pastoral/bush/built","60","Woodland",16.19304192
"2916",2005,"ZW","Mixed (Private)","Arable/pastoral/built","60","Woodland",74.7027072
"2917",2014,"ZW","Forest (State)","Forestry","60","Woodland",126.1446912
"2918",1993,"BW","Forest (State)","Forestry","60","Woodland",0.17892864
"2919",2013,"BW","Commercial Agriculture (Private)","Commercial Agriculture","60","Woodland",96.174144
"2920",1999,"ZW","Mixed (Private)","Pastoral/bush/built","60","Woodland",13.95643392
"2921",2000,"ZW","Mixed (Private)","Arable/pastoral/built","60","Woodland",1.07357184
"2922",2012,"ZW","Mixed (Private)","Arable/pastoral/built","60","Woodland",75.86574336
"2923",2015,"ZW","Mixed (Private)","Arable/pastoral/built","60","Woodland",0.17892864
"2924",2004,"ZW","Forest (State)","Forestry","60","Woodland",0.17892864
"2925",1999,"BW","Commercial Agriculture (Private)","Commercial Agriculture","60","Woodland",89.73271296
"2926",2001,"BW","Wildlife (State)","Wildlife","60","Woodland",105.5678976
"2927",1994,"ZW","Mixed (Private)","Arable/pastoral/built","60","Woodland",71.1241344
"2928",2004,"ZW","Mixed (Private)","Mining/pastoral/bush/built","60","Woodland",18.16125696
"2929",2018,"ZW","Mixed (Private)","Arable/pastoral/built/mining","60","Woodland",108.34129152
"2930",2012,"ZW","Mixed (Private)","Pastoral/bush/built","60","Woodland",16.19304192
"2931",1994,"ZW","Mixed (Private)","Pastoral/bush/built","60","Woodland",13.95643392
"2932",2015,"ZW","Forest (State)","Forestry","60","Woodland",0.08946432
"2933",2017,"ZW","Mixed (Private)","Arable/pastoral/built","60","Woodland",0.26839296
"2934",2007,"ZW","Mixed (Communal)","Arable/pastoral/built","60","Woodland",67.18770432
"2935",2003,"ZW","Forest (State)","Forestry","60","Woodland",63.16180992
"2936",2007,"ZW","Mixed (Private)","Arable/pastoral/built","60","Woodland",1.07357184
"2937",2015,"ZW","Forest (State)","Forestry","60","Woodland",126.1446912
"2938",2009,"ZW","Forest (State)","Forestry","60","Woodland",47.23716096
"2939",2012,"ZW","Mixed (Private)","Arable/pastoral/built/mining","60","Woodland",106.64146944
"2940",1996,"ZW","Mixed (Communal)","Arable/pastoral/built","60","Woodland",35.60679936
"2941",2010,"BW","Wildlife (State)","Wildlife","60","Woodland",0.4473216
"2942",2002,"ZW","Mixed (Communal)","Arable/pastoral/built","60","Woodland",19.05590016
"2943",2003,"ZW","Forest (State)","Forestry","60","Woodland",47.59501824
"2944",1997,"ZW","Wildlife (State)","Wildlife","60","Woodland",86.7803904
"2945",1994,"ZW","Mixed (Communal)","Arable/pastoral/built","60","Woodland",82.12824576
"2946",2015,"ZW","Mixed (Communal)","Arable/pastoral/built","60","Woodland",17.80339968
"2947",2004,"ZW","Wildlife (Private)","Wildlife","60","Woodland",10.02000384
"2948",2002,"ZW","Mixed (Communal)","Arable/pastoral/built","60","Woodland",41.6009088
"2949",2001,"ZW","Mixed (Private)","Arable/pastoral/built","60","Woodland",225.0027648
"2950",2010,"ZW","Forest (State)","Forestry","60","Woodland",63.69859584
"2951",1999,"ZW","Mixed (Private)","Mining/pastoral/bush/built","60","Woodland",17.62447104
"2952",1993,"ZW","Wildlife (Communal)","Wildlife","60","Woodland",179.01810432
"2953",2004,"ZW","Forest (State)","Forestry","60","Woodland",63.16180992
"2954",2005,"BW","Forest (State)","Forestry","60","Woodland",96.35307264
"2955",2008,"ZW","Mixed (Private)","Arable/pastoral/built","60","Woodland",1.07357184
"2956",2016,"ZW","Forest (State)","Forestry","60","Woodland",126.94987008
"2957",2017,"ZW","Forest (State)","Forestry","60","Woodland",65.48788224
"2958",2014,"ZW","Mixed (Private)","Arable/pastoral/built","60","Woodland",75.86574336
"2959",2008,"ZW","Mixed (Private)","Arable/pastoral/built","60","Woodland",0.17892864
"2960",2005,"ZW","Wildlife (Communal)","Wildlife","60","Woodland",187.15935744
"2961",1999,"BW","Wildlife (State)","Wildlife","60","Woodland",105.83629056
"2962",2016,"BW","Wildlife (State)","Wildlife","60","Woodland",104.58379008
"2963",2009,"ZW","Mixed (Communal)","Arable/pastoral/built","60","Woodland",45.00055296
"2964",1996,"ZW","Forest (State)","Forestry","60","Woodland",117.91397376
"2965",1997,"BW","Forest (State)","Forestry","60","Woodland",0.17892864
"2966",2014,"BW","Forest (State)","Forestry","60","Woodland",0.17892864
"2967",2009,"ZW","Mixed (Communal)","Arable/pastoral/built","60","Woodland",78.19181568
"2968",1996,"ZW","Mixed (Private)","Arable/pastoral/built","60","Woodland",71.21359872
"2969",1992,"ZW","Mixed (Communal)","Arable/pastoral/built","60","Woodland",19.14536448
"2970",2002,"ZW","Mixed (Private)","Arable/pastoral/built","60","Woodland",225.0027648
"2971",2005,"BW","Wildlife (State)","Wildlife","60","Woodland",0.4473216
"2972",1997,"ZW","Mixed (Private)","Arable/pastoral/built","60","Woodland",1.07357184
"2973",2015,"ZW","Mixed (Private)","Arable/pastoral/built","60","Woodland",225.27115776
"2974",2005,"BW","Wildlife (State)","Wildlife","60","Woodland",0.08946432
"2975",2008,"ZW","Mixed (Private)","Pastoral/bush/built","60","Woodland",13.95643392
"2976",1999,"ZW","Wildlife (State)","Wildlife","60","Woodland",256.22581248
"2977",2002,"ZW","Mixed (Private)","Arable/pastoral/built","60","Woodland",74.7027072
"2978",2009,"ZW","Mixed (Private)","Arable/pastoral/built","60","Woodland",0.17892864
"2979",1997,"ZW","Mixed (Private)","Arable/pastoral/built","60","Woodland",0.17892864
"2980",2015,"ZW","Mixed (Private)","Arable/pastoral/built","60","Woodland",75.86574336
"2981",2016,"ZW","Mixed (Private)","Arable/pastoral/built","60","Woodland",1.07357184
"2982",2001,"ZW","Mixed (Private)","Wildlife","60","Woodland",0.17892864
"2983",1993,"ZW","Forest (State)","Forestry","60","Woodland",117.91397376
"2984",1994,"BW","Wildlife (State)","Wildlife","60","Woodland",0.08946432
"2985",1999,"BW","Mixed (Private)","Arable/pastoral/built","60","Woodland",398.29515264
"2986",1999,"ZW","Wildlife (State)","Wildlife","60","Woodland",85.34896128
"2987",2008,"ZW","Mixed (Private)","Arable/pastoral/built/mining","60","Woodland",106.4625408
"2988",2008,"BW","Wildlife (State)","Wildlife","60","Woodland",105.83629056
"2989",2004,"ZW","Mixed (Communal)","Arable/pastoral/built","60","Woodland",41.69037312
"2990",2006,"BW","Forest (State)","Forestry","60","Woodland",0.17892864
"2991",1997,"BW","Wildlife (State)","Wildlife","60","Woodland",0.08946432
"2992",1997,"ZW","Mixed (Private)","Arable/pastoral/built","60","Woodland",71.48199168
"2993",1999,"ZW","Forest (State)","Forestry","60","Woodland",120.86629632
"2994",2007,"ZW","Mixed (Private)","Arable/pastoral/built","60","Woodland",0.26839296
"2995",2006,"ZW","Wildlife (State)","Wildlife","60","Woodland",316.2563712
"2996",2014,"BW","Wildlife (State)","Wildlife","60","Woodland",106.99932672
"2997",1992,"ZW","Mixed (Private)","Arable/pastoral/built","60","Woodland",222.13990656
"2998",2006,"BW","Forest (State)","Forestry","60","Woodland",97.15825152
"2999",2008,"ZW","Mixed (Private)","Wildlife","60","Woodland",0.17892864
"3000",2009,"ZW","Mixed (Private)","Pastoral/bush/built","60","Woodland",16.19304192
