"","year","country","land_use","class","description","area"
"453",2000,"BW","Other Land","100","Mosaic tree and shrub (>50%) / herbaceous cover (<50%)",434.88605952
"609",2000,"BW","Other Land","11","Crop rainfed - herbaceous cover",2.6839296
"705",2000,"BW","Forest Reserve","11","Crop rainfed - herbaceous cover",0.08946432
"793",2000,"BW","National Park","110","Mosaic herbaceous cover (>50%) / tree and shrub (<50%)",25.22893824
"844",2000,"BW","Other Land","110","Mosaic herbaceous cover (>50%) / tree and shrub (<50%)",98.67914496
"899",2000,"BW","Forest Reserve","110","Mosaic herbaceous cover (>50%) / tree and shrub (<50%)",45.26894592
"1224",2000,"BW","Forest Reserve","120","Shrubland",1184.86545408
"1251",2000,"BW","Other Land","120","Shrubland",1715.12047872
"1274",2000,"BW","National Park","120","Shrubland",0.62625024
"1338",2000,"BW","Safari Area","120","Shrubland",2.59446528
"1347",2000,"BW","National Park","120","Shrubland",187.60667904
"1495",2000,"BW","Other Land","122","Shrubland deciduous",2.41553664
"1552",2000,"BW","Forest Reserve","122","Shrubland deciduous",0.17892864
"1673",2000,"BW","Forest Reserve","130","Grassland",28.98643968
"1738",2000,"BW","Other Land","130","Grassland",169.26649344
"1878",2000,"BW","National Park","130","Grassland",5.3678592
"1905",2000,"BW","National Park","130","Grassland",0.08946432
"1921",2000,"BW","Other Land","180","Shrub or herbaceous cover flooded fresh/saline/brakish water",3.1312512
"2037",2000,"BW","Other Land","190","Urban areas",0.17892864
"2085",2000,"BW","Other Land","200","Bare areas",66.38252544
"2267",2000,"BW","Forest Reserve","30","Mosaic cropland (>50%) / natural vegetation (tree/shrub/herbaceous cover) (<50%)",58.33073664
"2330",2000,"BW","Other Land","30","Mosaic cropland (>50%) / natural vegetation (tree/shrub/herbaceous cover) (<50%)",6.35196672
"2536",2000,"BW","National Park","30","Mosaic cropland (>50%) / natural vegetation (tree/shrub/herbaceous cover) (<50%)",2.05767936
"2614",2000,"BW","Other Land","40","Mosaic natural vegetation (tree/shrub/herbaceous cover) (>50%) / cropland (<50%) ",35.3384064
"2684",2000,"BW","National Park","40","Mosaic natural vegetation (tree/shrub/herbaceous cover) (>50%) / cropland (<50%) ",3.22071552
"2756",2000,"BW","Forest Reserve","40","Mosaic natural vegetation (tree/shrub/herbaceous cover) (>50%) / cropland (<50%) ",3.84696576
"2903",2000,"BW","Forest Reserve","60","Tree cover  broadleaved  deciduous  closed to open (>15%)",9.21482496
"2929",2000,"BW","Other Land","60","Tree cover  broadleaved  deciduous  closed to open (>15%)",12.34607616
"2960",2000,"BW","National Park","60","Tree cover  broadleaved  deciduous  closed to open (>15%)",1.16303616
"3121",2000,"BW","Forest Reserve","62","Tree cover  broadleaved  deciduous  open (15-40%)",773.24011776
"3195",2000,"BW","Safari Area","62","Tree cover  broadleaved  deciduous  open (15-40%)",1.07357184
"3285",2000,"BW","National Park","62","Tree cover  broadleaved  deciduous  open (15-40%)",52.87341312
"3376",2000,"BW","Other Land","62","Tree cover  broadleaved  deciduous  open (15-40%)",185.90685696
"72",2001,"BW","Forest Reserve","10","Crop rainfed",59.85163008
"90",2001,"BW","National Park","10","Crop rainfed",6.35196672
"98",2001,"BW","Other Land","10","Crop rainfed",1.25250048
"253",2001,"BW","National Park","100","Mosaic tree and shrub (>50%) / herbaceous cover (<50%)",79.89163776
"350",2001,"BW","Safari Area","100","Mosaic tree and shrub (>50%) / herbaceous cover (<50%)",0.08946432
"467",2001,"BW","Forest Reserve","100","Mosaic tree and shrub (>50%) / herbaceous cover (<50%)",59.40430848
"508",2001,"BW","Other Land","100","Mosaic tree and shrub (>50%) / herbaceous cover (<50%)",442.66945536
"595",2001,"BW","Forest Reserve","11","Crop rainfed - herbaceous cover",0.08946432
"611",2001,"BW","Other Land","11","Crop rainfed - herbaceous cover",2.95232256
"744",2001,"BW","National Park","110","Mosaic herbaceous cover (>50%) / tree and shrub (<50%)",24.24483072
"916",2001,"BW","Forest Reserve","110","Mosaic herbaceous cover (>50%) / tree and shrub (<50%)",40.7062656
"940",2001,"BW","Other Land","110","Mosaic herbaceous cover (>50%) / tree and shrub (<50%)",97.24771584
"1002",2001,"BW","National Park","120","Shrubland",186.89096448
"1027",2001,"BW","Safari Area","120","Shrubland",2.59446528
"1143",2001,"BW","Forest Reserve","120","Shrubland",1183.165632
"1170",2001,"BW","Other Land","120","Shrubland",1708.94744064
"1337",2001,"BW","National Park","120","Shrubland",0.62625024
"1411",2001,"BW","Other Land","122","Shrubland deciduous",2.41553664
"1547",2001,"BW","Forest Reserve","122","Shrubland deciduous",0.17892864
"1684",2001,"BW","National Park","130","Grassland",5.3678592
"1834",2001,"BW","Other Land","130","Grassland",168.6402432
"1864",2001,"BW","National Park","130","Grassland",0.08946432
"1890",2001,"BW","Forest Reserve","130","Grassland",28.98643968
"1923",2001,"BW","Other Land","180","Shrub or herbaceous cover flooded fresh/saline/brakish water",3.1312512
"2033",2001,"BW","Other Land","190","Urban areas",0.17892864
"2088",2001,"BW","Other Land","200","Bare areas",66.02466816
"2094",2001,"BW","National Park","200","Bare areas",0.35785728
"2331",2001,"BW","Forest Reserve","30","Mosaic cropland (>50%) / natural vegetation (tree/shrub/herbaceous cover) (<50%)",58.33073664
"2349",2001,"BW","National Park","30","Mosaic cropland (>50%) / natural vegetation (tree/shrub/herbaceous cover) (<50%)",1.7892864
"2399",2001,"BW","Other Land","30","Mosaic cropland (>50%) / natural vegetation (tree/shrub/herbaceous cover) (<50%)",6.35196672
"2582",2001,"BW","Other Land","40","Mosaic natural vegetation (tree/shrub/herbaceous cover) (>50%) / cropland (<50%) ",34.8910848
"2724",2001,"BW","National Park","40","Mosaic natural vegetation (tree/shrub/herbaceous cover) (>50%) / cropland (<50%) ",3.22071552
"2779",2001,"BW","Forest Reserve","40","Mosaic natural vegetation (tree/shrub/herbaceous cover) (>50%) / cropland (<50%) ",3.84696576
"2941",2001,"BW","Forest Reserve","60","Tree cover  broadleaved  deciduous  closed to open (>15%)",11.18304
"2959",2001,"BW","National Park","60","Tree cover  broadleaved  deciduous  closed to open (>15%)",1.43142912
"3010",2001,"BW","Other Land","60","Tree cover  broadleaved  deciduous  closed to open (>15%)",12.79339776
"3117",2001,"BW","National Park","62","Tree cover  broadleaved  deciduous  open (15-40%)",53.678592
"3152",2001,"BW","Safari Area","62","Tree cover  broadleaved  deciduous  open (15-40%)",1.07357184
"3214",2001,"BW","Other Land","62","Tree cover  broadleaved  deciduous  open (15-40%)",186.44364288
"3390",2001,"BW","Forest Reserve","62","Tree cover  broadleaved  deciduous  open (15-40%)",777.53440512
"139",2002,"BW","Other Land","10","Crop rainfed",1.25250048
"196",2002,"BW","National Park","10","Crop rainfed",6.35196672
"221",2002,"BW","Forest Reserve","10","Crop rainfed",59.85163008
"281",2002,"BW","National Park","100","Mosaic tree and shrub (>50%) / herbaceous cover (<50%)",80.60735232
"302",2002,"BW","Other Land","100","Mosaic tree and shrub (>50%) / herbaceous cover (<50%)",442.66945536
"392",2002,"BW","Safari Area","100","Mosaic tree and shrub (>50%) / herbaceous cover (<50%)",0.08946432
"502",2002,"BW","Forest Reserve","100","Mosaic tree and shrub (>50%) / herbaceous cover (<50%)",59.40430848
"557",2002,"BW","Other Land","11","Crop rainfed - herbaceous cover",2.95232256
"589",2002,"BW","Forest Reserve","11","Crop rainfed - herbaceous cover",0.08946432
"776",2002,"BW","Other Land","110","Mosaic herbaceous cover (>50%) / tree and shrub (<50%)",97.24771584
"794",2002,"BW","National Park","110","Mosaic herbaceous cover (>50%) / tree and shrub (<50%)",23.7080448
"938",2002,"BW","Forest Reserve","110","Mosaic herbaceous cover (>50%) / tree and shrub (<50%)",36.2330496
"1003",2002,"BW","National Park","120","Shrubland",186.71203584
"1074",2002,"BW","Forest Reserve","120","Shrubland",1182.80777472
"1186",2002,"BW","National Park","120","Shrubland",0.62625024
"1307",2002,"BW","Other Land","120","Shrubland",1708.94744064
"1367",2002,"BW","Safari Area","120","Shrubland",2.59446528
"1565",2002,"BW","Other Land","122","Shrubland deciduous",2.41553664
"1574",2002,"BW","Forest Reserve","122","Shrubland deciduous",0.17892864
"1670",2002,"BW","Forest Reserve","130","Grassland",28.98643968
"1727",2002,"BW","National Park","130","Grassland",5.3678592
"1781",2002,"BW","National Park","130","Grassland",0.08946432
"1818",2002,"BW","Other Land","130","Grassland",168.6402432
"1946",2002,"BW","Other Land","180","Shrub or herbaceous cover flooded fresh/saline/brakish water",3.1312512
"2039",2002,"BW","Other Land","190","Urban areas",0.17892864
"2086",2002,"BW","National Park","200","Bare areas",0.35785728
"2128",2002,"BW","Other Land","200","Bare areas",66.02466816
"2290",2002,"BW","Other Land","30","Mosaic cropland (>50%) / natural vegetation (tree/shrub/herbaceous cover) (<50%)",6.35196672
"2371",2002,"BW","Forest Reserve","30","Mosaic cropland (>50%) / natural vegetation (tree/shrub/herbaceous cover) (<50%)",58.33073664
"2509",2002,"BW","National Park","30","Mosaic cropland (>50%) / natural vegetation (tree/shrub/herbaceous cover) (<50%)",1.7892864
"2682",2002,"BW","National Park","40","Mosaic natural vegetation (tree/shrub/herbaceous cover) (>50%) / cropland (<50%) ",3.22071552
"2737",2002,"BW","Other Land","40","Mosaic natural vegetation (tree/shrub/herbaceous cover) (>50%) / cropland (<50%) ",34.8910848
"2758",2002,"BW","Forest Reserve","40","Mosaic natural vegetation (tree/shrub/herbaceous cover) (>50%) / cropland (<50%) ",3.84696576
"2843",2002,"BW","Other Land","60","Tree cover  broadleaved  deciduous  closed to open (>15%)",12.79339776
"2917",2002,"BW","National Park","60","Tree cover  broadleaved  deciduous  closed to open (>15%)",1.43142912
"2984",2002,"BW","Forest Reserve","60","Tree cover  broadleaved  deciduous  closed to open (>15%)",11.54089728
"3145",2002,"BW","Other Land","62","Tree cover  broadleaved  deciduous  open (15-40%)",186.44364288
"3234",2002,"BW","Safari Area","62","Tree cover  broadleaved  deciduous  open (15-40%)",1.07357184
"3284",2002,"BW","National Park","62","Tree cover  broadleaved  deciduous  open (15-40%)",53.678592
"3349",2002,"BW","Forest Reserve","62","Tree cover  broadleaved  deciduous  open (15-40%)",782.00762112
"31",2003,"BW","Forest Reserve","10","Crop rainfed",60.74627328
"165",2003,"BW","Other Land","10","Crop rainfed",1.25250048
"168",2003,"BW","National Park","10","Crop rainfed",6.35196672
"289",2003,"BW","National Park","100","Mosaic tree and shrub (>50%) / herbaceous cover (<50%)",80.60735232
"324",2003,"BW","Safari Area","100","Mosaic tree and shrub (>50%) / herbaceous cover (<50%)",0.08946432
"341",2003,"BW","Forest Reserve","100","Mosaic tree and shrub (>50%) / herbaceous cover (<50%)",59.40430848
"368",2003,"BW","Other Land","100","Mosaic tree and shrub (>50%) / herbaceous cover (<50%)",442.66945536
"607",2003,"BW","Other Land","11","Crop rainfed - herbaceous cover",2.95232256
"663",2003,"BW","Forest Reserve","11","Crop rainfed - herbaceous cover",0.08946432
"773",2003,"BW","Forest Reserve","110","Mosaic herbaceous cover (>50%) / tree and shrub (<50%)",35.3384064
"790",2003,"BW","National Park","110","Mosaic herbaceous cover (>50%) / tree and shrub (<50%)",23.7080448
"813",2003,"BW","Other Land","110","Mosaic herbaceous cover (>50%) / tree and shrub (<50%)",97.0687872
"1070",2003,"BW","Forest Reserve","120","Shrubland",1182.80777472
"1081",2003,"BW","Other Land","120","Shrubland",1708.94744064
"1088",2003,"BW","National Park","120","Shrubland",186.71203584
"1295",2003,"BW","National Park","120","Shrubland",0.62625024
"1344",2003,"BW","Safari Area","120","Shrubland",2.59446528
"1462",2003,"BW","Other Land","122","Shrubland deciduous",2.41553664
"1543",2003,"BW","Forest Reserve","122","Shrubland deciduous",0.17892864
"1677",2003,"BW","Other Land","130","Grassland",168.6402432
"1682",2003,"BW","National Park","130","Grassland",5.3678592
"1745",2003,"BW","Forest Reserve","130","Grassland",28.98643968
"1796",2003,"BW","National Park","130","Grassland",0.08946432
"2009",2003,"BW","Other Land","180","Shrub or herbaceous cover flooded fresh/saline/brakish water",3.1312512
"2046",2003,"BW","Other Land","190","Urban areas",0.17892864
"2081",2003,"BW","Other Land","200","Bare areas",66.02466816
"2093",2003,"BW","National Park","200","Bare areas",0.35785728
"2329",2003,"BW","Other Land","30","Mosaic cropland (>50%) / natural vegetation (tree/shrub/herbaceous cover) (<50%)",6.35196672
"2385",2003,"BW","National Park","30","Mosaic cropland (>50%) / natural vegetation (tree/shrub/herbaceous cover) (<50%)",1.7892864
"2411",2003,"BW","Forest Reserve","30","Mosaic cropland (>50%) / natural vegetation (tree/shrub/herbaceous cover) (<50%)",58.33073664
"2734",2003,"BW","Other Land","40","Mosaic natural vegetation (tree/shrub/herbaceous cover) (>50%) / cropland (<50%) ",35.07001344
"2787",2003,"BW","Forest Reserve","40","Mosaic natural vegetation (tree/shrub/herbaceous cover) (>50%) / cropland (<50%) ",3.84696576
"2795",2003,"BW","National Park","40","Mosaic natural vegetation (tree/shrub/herbaceous cover) (>50%) / cropland (<50%) ",3.22071552
"2857",2003,"BW","Other Land","60","Tree cover  broadleaved  deciduous  closed to open (>15%)",12.79339776
"2872",2003,"BW","Forest Reserve","60","Tree cover  broadleaved  deciduous  closed to open (>15%)",11.54089728
"2956",2003,"BW","National Park","60","Tree cover  broadleaved  deciduous  closed to open (>15%)",1.43142912
"3155",2003,"BW","Other Land","62","Tree cover  broadleaved  deciduous  open (15-40%)",186.44364288
"3197",2003,"BW","Forest Reserve","62","Tree cover  broadleaved  deciduous  open (15-40%)",782.00762112
"3206",2003,"BW","Safari Area","62","Tree cover  broadleaved  deciduous  open (15-40%)",1.07357184
"3239",2003,"BW","National Park","62","Tree cover  broadleaved  deciduous  open (15-40%)",53.678592
"192",2004,"BW","Forest Reserve","10","Crop rainfed",60.74627328
"210",2004,"BW","National Park","10","Crop rainfed",6.35196672
"229",2004,"BW","Other Land","10","Crop rainfed",1.25250048
"314",2004,"BW","Other Land","100","Mosaic tree and shrub (>50%) / herbaceous cover (<50%)",450.81070848
"352",2004,"BW","Safari Area","100","Mosaic tree and shrub (>50%) / herbaceous cover (<50%)",0.08946432
"402",2004,"BW","National Park","100","Mosaic tree and shrub (>50%) / herbaceous cover (<50%)",80.60735232
"465",2004,"BW","Forest Reserve","100","Mosaic tree and shrub (>50%) / herbaceous cover (<50%)",59.40430848
"593",2004,"BW","Other Land","11","Crop rainfed - herbaceous cover",2.95232256
"690",2004,"BW","Forest Reserve","11","Crop rainfed - herbaceous cover",0.08946432
"756",2004,"BW","National Park","110","Mosaic herbaceous cover (>50%) / tree and shrub (<50%)",23.7080448
"802",2004,"BW","Other Land","110","Mosaic herbaceous cover (>50%) / tree and shrub (<50%)",76.9393152
"974",2004,"BW","Forest Reserve","110","Mosaic herbaceous cover (>50%) / tree and shrub (<50%)",24.51322368
"1157",2004,"BW","National Park","120","Shrubland",186.71203584
"1189",2004,"BW","Safari Area","120","Shrubland",2.59446528
"1254",2004,"BW","National Park","120","Shrubland",0.62625024
"1288",2004,"BW","Other Land","120","Shrubland",1700.2694016
"1320",2004,"BW","Forest Reserve","120","Shrubland",1182.53938176
"1464",2004,"BW","Other Land","122","Shrubland deciduous",2.41553664
"1536",2004,"BW","Forest Reserve","122","Shrubland deciduous",0.17892864
"1686",2004,"BW","National Park","130","Grassland",5.3678592
"1737",2004,"BW","Other Land","130","Grassland",167.20881408
"1877",2004,"BW","National Park","130","Grassland",0.08946432
"1892",2004,"BW","Forest Reserve","130","Grassland",28.98643968
"1919",2004,"BW","Other Land","180","Shrub or herbaceous cover flooded fresh/saline/brakish water",3.1312512
"2041",2004,"BW","Other Land","190","Urban areas",0.17892864
"2091",2004,"BW","Other Land","200","Bare areas",65.84573952
"2102",2004,"BW","National Park","200","Bare areas",0.35785728
"2370",2004,"BW","Forest Reserve","30","Mosaic cropland (>50%) / natural vegetation (tree/shrub/herbaceous cover) (<50%)",58.151808
"2480",2004,"BW","Other Land","30","Mosaic cropland (>50%) / natural vegetation (tree/shrub/herbaceous cover) (<50%)",5.27839488
"2498",2004,"BW","National Park","30","Mosaic cropland (>50%) / natural vegetation (tree/shrub/herbaceous cover) (<50%)",1.7892864
"2558",2004,"BW","Other Land","40","Mosaic natural vegetation (tree/shrub/herbaceous cover) (>50%) / cropland (<50%) ",34.08590592
"2561",2004,"BW","Forest Reserve","40","Mosaic natural vegetation (tree/shrub/herbaceous cover) (>50%) / cropland (<50%) ",3.84696576
"2601",2004,"BW","National Park","40","Mosaic natural vegetation (tree/shrub/herbaceous cover) (>50%) / cropland (<50%) ",3.22071552
"2967",2004,"BW","Other Land","60","Tree cover  broadleaved  deciduous  closed to open (>15%)",18.42964992
"3024",2004,"BW","Forest Reserve","60","Tree cover  broadleaved  deciduous  closed to open (>15%)",12.0776832
